Borough,Grade,Year,Category,Number Tested,Mean Scale Score,Level 1 #,Level 1 %,Level 2 #,Level 2 %,Level 3 #,Level 3 %,Level 4 #,Level 4 %,Level 3+4 #,Level 3+4 %
MANHATTAN,5,2018,Hispanic,3263,598,1209,37.1,1023,31.4,656,20.1,375,11.5,1031,31.6
MANHATTAN,6,2013,Asian,1037,321,125,12.1,329,31.7,233,22.5,350,33.8,583,56.2
MANHATTAN,6,2013,White,1478,328,117,7.9,349,23.6,358,24.2,654,44.2,1012,68.5
MANHATTAN,6,2013,Black,1660,286,698,42,738,44.5,133,8,91,5.5,224,13.5
MANHATTAN,6,2013,Hispanic,3905,285,1646,42.2,1694,43.4,392,10,173,4.4,565,14.5
MANHATTAN,6,2014,Asian,998,321,97,9.7,352,35.3,205,20.5,344,34.5,549,55
MANHATTAN,6,2014,Black,1523,289,580,38.1,673,44.2,159,10.4,111,7.3,270,17.7
MANHATTAN,6,2014,White,1548,328,96,6.2,417,26.9,387,25,648,41.9,1035,66.9
MANHATTAN,6,2014,Hispanic,3748,288,1399,37.3,1763,47,362,9.7,224,6,586,15.6
MANHATTAN,6,2015,Asian,1122,324,136,12.1,287,25.6,255,22.7,444,39.6,699,62.3
MANHATTAN,6,2015,Black,1450,290,571,39.4,598,41.2,163,11.2,118,8.1,281,19.4
MANHATTAN,6,2015,White,1606,329,125,7.8,369,23,370,23,742,46.2,1112,69.2
MANHATTAN,6,2015,Hispanic,3610,290,1385,38.4,1525,42.2,421,11.7,279,7.7,700,19.4
MANHATTAN,6,2016,Asian,1080,325,87,8.1,302,28,294,27.2,397,36.8,691,64
MANHATTAN,6,2016,Black,1397,292,486,34.8,573,41,222,15.9,116,8.3,338,24.2
MANHATTAN,6,2016,White,1707,328,104,6.1,381,22.3,538,31.5,684,40.1,1222,71.6
MANHATTAN,6,2016,Hispanic,3481,293,1116,32.1,1510,43.4,572,16.4,283,8.1,855,24.6
MANHATTAN,6,2017,Asian,1105,325,94,8.5,316,28.6,238,21.5,457,41.4,695,62.9
MANHATTAN,6,2017,Black,1299,290,535,41.2,508,39.1,137,10.5,119,9.2,256,19.7
MANHATTAN,6,2017,White,1702,330,82,4.8,394,23.1,417,24.5,809,47.5,1226,72
MANHATTAN,6,2017,Hispanic,3256,293,1078,33.1,1423,43.7,423,13,332,10.2,755,23.2
MANHATTAN,6,2018,Asian,1123,613,104,9.3,150,13.4,265,23.6,604,53.8,869,77.4
MANHATTAN,6,2018,Black,1261,594,469,37.2,360,28.5,216,17.1,216,17.1,432,34.3
MANHATTAN,6,2018,White,1715,617,91,5.3,150,8.7,331,19.3,1143,66.6,1474,85.9
MANHATTAN,6,2018,Hispanic,3222,596,1051,32.6,854,26.5,677,21,640,19.9,1317,40.9
MANHATTAN,7,2013,Asian,1121,321,147,13.1,292,26,422,37.6,260,23.2,682,60.8
MANHATTAN,7,2013,White,1383,327,144,10.4,303,21.9,541,39.1,395,28.6,936,67.7
MANHATTAN,7,2013,Black,1779,287,835,46.9,643,36.1,252,14.2,49,2.8,301,16.9
MANHATTAN,7,2013,Hispanic,4122,287,1829,44.4,1636,39.7,536,13,121,2.9,657,15.9
MANHATTAN,7,2014,Asian,1055,318,151,14.3,268,25.4,442,41.9,194,18.4,636,60.3
MANHATTAN,7,2014,White,1436,327,117,8.1,297,20.7,643,44.8,379,26.4,1022,71.2
MANHATTAN,7,2014,Black,1656,287,735,44.4,627,37.9,264,15.9,30,1.8,294,17.8
MANHATTAN,7,2014,Hispanic,3959,288,1654,41.8,1587,40.1,627,15.8,91,2.3,718,18.1
MANHATTAN,7,2015,Asian,993,319,110,11.1,262,26.4,440,44.3,181,18.2,621,62.5
MANHATTAN,7,2015,White,1526,326,143,9.4,268,17.6,724,47.4,391,25.6,1115,73.1
MANHATTAN,7,2015,Black,1546,288,696,45,559,36.2,256,16.6,35,2.3,291,18.8
MANHATTAN,7,2015,Hispanic,3731,287,1664,44.6,1384,37.1,605,16.2,78,2.1,683,18.3
MANHATTAN,7,2016,Asian,1080,327,104,9.6,227,21,410,38,339,31.4,749,69.4
MANHATTAN,7,2016,Black,1451,296,494,34,578,39.8,296,20.4,83,5.7,379,26.1
MANHATTAN,7,2016,White,1535,333,76,5,269,17.5,579,37.7,611,39.8,1190,77.5
MANHATTAN,7,2016,Hispanic,3583,298,1117,31.2,1490,41.6,736,20.5,240,6.7,976,27.2
MANHATTAN,7,2017,Asian,1041,333,65,6.2,177,17,400,38.4,399,38.3,799,76.8
MANHATTAN,7,2017,Black,1304,302,301,23.1,575,44.1,325,24.9,103,7.9,428,32.8
MANHATTAN,7,2017,White,1681,343,40,2.4,193,11.5,567,33.7,881,52.4,1448,86.1
MANHATTAN,7,2017,Hispanic,3351,303,816,24.4,1390,41.5,880,26.3,265,7.9,1145,34.2
MANHATTAN,7,2018,Asian,1077,616,74,6.9,187,17.4,399,37,417,38.7,816,75.8
MANHATTAN,7,2018,Black,1357,596,493,36.3,482,35.5,284,20.9,98,7.2,382,28.2
MANHATTAN,7,2018,White,1692,619,86,5.1,206,12.2,641,37.9,759,44.9,1400,82.7
MANHATTAN,7,2018,Hispanic,3290,598,956,29.1,1187,36.1,861,26.2,286,8.7,1147,34.9
MANHATTAN,8,2013,Asian,1034,317,152,14.7,262,25.3,379,36.7,241,23.3,620,60
MANHATTAN,8,2013,White,1288,328,88,6.8,254,19.7,515,40,431,33.5,946,73.4
MANHATTAN,8,2013,Black,1791,284,836,46.7,669,37.4,235,13.1,51,2.8,286,16
MANHATTAN,8,2013,Hispanic,4119,285,1822,44.2,1588,38.6,567,13.8,142,3.4,709,17.2
MANHATTAN,8,2014,Asian,1114,319,133,11.9,339,30.4,369,33.1,273,24.5,642,57.6
MANHATTAN,8,2014,White,1326,326,89,6.7,310,23.4,519,39.1,408,30.8,927,69.9
MANHATTAN,8,2014,Black,1830,286,771,42.1,725,39.6,260,14.2,74,4,334,18.3
MANHATTAN,8,2014,Hispanic,4261,289,1554,36.5,1842,43.2,683,16,182,4.3,865,20.3
MANHATTAN,8,2015,Asian,1058,323,95,9,262,24.8,418,39.5,283,26.7,701,66.3
MANHATTAN,8,2015,White,1381,328,77,5.6,262,19,586,42.4,456,33,1042,75.5
MANHATTAN,8,2015,Black,1642,290,597,36.4,678,41.3,302,18.4,65,4,367,22.4
MANHATTAN,8,2015,Hispanic,3919,291,1326,33.8,1630,41.6,816,20.8,147,3.8,963,24.6
MANHATTAN,8,2016,Asian,1001,328,72,7.2,205,20.5,358,35.8,366,36.6,724,72.3
MANHATTAN,8,2016,White,1366,331,80,5.9,211,15.4,538,39.4,537,39.3,1075,78.7
MANHATTAN,8,2016,Black,1568,298,437,27.9,667,42.5,358,22.8,106,6.8,464,29.6
MANHATTAN,8,2016,Hispanic,3714,298,1026,27.6,1493,40.2,901,24.3,294,7.9,1195,32.2
MANHATTAN,8,2017,Asian,1042,334,64,6.1,163,15.6,382,36.7,433,41.6,815,78.2
MANHATTAN,8,2017,White,1377,336,57,4.1,187,13.6,517,37.5,616,44.7,1133,82.3
MANHATTAN,8,2017,Black,1404,301,339,24.1,567,40.4,357,25.4,141,10,498,35.5
MANHATTAN,8,2017,Hispanic,3412,303,795,23.3,1263,37,1017,29.8,337,9.9,1354,39.7
MANHATTAN,8,2018,Asian,1057,615,58,5.5,153,14.5,307,29,539,51,846,80
MANHATTAN,8,2018,Black,1368,597,283,20.7,561,41,339,24.8,185,13.5,524,38.3
MANHATTAN,8,2018,White,1569,617,64,4.1,178,11.3,428,27.3,899,57.3,1327,84.6
MANHATTAN,8,2018,Hispanic,3320,598,633,19.1,1252,37.7,878,26.4,557,16.8,1435,43.2
MANHATTAN,All Grades,2013,Asian,6672,321,899,13.5,1887,28.3,2277,34.1,1609,24.1,3886,58.2
MANHATTAN,All Grades,2013,White,9647,328,864,9,2205,22.9,3692,38.3,2886,29.9,6578,68.2
MANHATTAN,All Grades,2013,Black,10004,287,4600,46,3736,37.3,1292,12.9,376,3.8,1668,16.7
MANHATTAN,All Grades,2013,Hispanic,24063,287,10690,44.4,9358,38.9,3241,13.5,774,3.2,4015,16.7
MANHATTAN,All Grades,2014,Asian,6770,320,875,12.9,1945,28.7,2298,33.9,1652,24.4,3950,58.3
MANHATTAN,All Grades,2014,Black,9548,288,4199,44,3537,37,1395,14.6,417,4.4,1812,19
MANHATTAN,All Grades,2014,White,10065,328,830,8.2,2238,22.2,3854,38.3,3143,31.2,6997,69.5
MANHATTAN,All Grades,2014,Hispanic,23725,288,10004,42.2,9279,39.1,3532,14.9,910,3.8,4442,18.7
MANHATTAN,All Grades,2015,Asian,6816,323,791,11.6,1813,26.6,2397,35.2,1815,26.6,4212,61.8
MANHATTAN,All Grades,2015,Black,8837,289,3755,42.5,3310,37.5,1375,15.6,397,4.5,1772,20.1
MANHATTAN,All Grades,2015,White,10232,330,764,7.5,2100,20.5,3912,38.2,3456,33.8,7368,72
MANHATTAN,All Grades,2015,Hispanic,22586,289,9268,41,8697,38.5,3603,16,1018,4.5,4621,20.5
MANHATTAN,All Grades,2016,Asian,6877,327,666,9.7,1566,22.8,2450,35.6,2195,31.9,4645,67.5
MANHATTAN,All Grades,2016,Black,8339,295,2973,35.7,3167,38,1675,20.1,524,6.3,2199,26.4
MANHATTAN,All Grades,2016,White,10398,333,642,6.2,1776,17.1,3992,38.4,3988,38.4,7980,76.7
MANHATTAN,All Grades,2016,Hispanic,21695,297,7283,33.6,8240,38,4683,21.6,1489,6.9,6172,28.4
MANHATTAN,All Grades,2017,Asian,6704,332,523,7.8,1386,20.7,2243,33.5,2552,38.1,4795,71.5
MANHATTAN,All Grades,2017,Black,7547,297,2495,33.1,2844,37.7,1583,21,625,8.3,2208,29.3
MANHATTAN,All Grades,2017,White,10553,338,450,4.3,1649,15.6,3819,36.2,4635,43.9,8454,80.1
MANHATTAN,All Grades,2017,Hispanic,20198,300,6116,30.3,7630,37.8,4644,23,1808,9,6452,31.9
MANHATTAN,All Grades,2018,Asian,6644,616,480,7.2,1056,15.9,2122,31.9,2986,44.9,5108,76.9
MANHATTAN,All Grades,2018,Black,7523,595,2378,31.6,2639,35.1,1708,22.7,798,10.6,2506,33.3
MANHATTAN,All Grades,2018,White,10906,618,478,4.4,1307,12,3656,33.5,5465,50.1,9121,83.6
MANHATTAN,All Grades,2018,Hispanic,19762,597,5359,27.1,6753,34.2,5206,26.3,2444,12.4,7650,38.7
QUEENS,3,2013,White,2832,311,633,22.4,994,35.1,1005,35.5,200,7.1,1205,42.5
QUEENS,3,2013,Black,3651,293,1589,43.5,1272,34.8,727,19.9,63,1.7,790,21.6
QUEENS,3,2013,Asian,6270,317,1130,18,1965,31.3,2620,41.8,555,8.9,3175,50.6
QUEENS,3,2013,Hispanic,7806,295,3121,40,2900,37.2,1650,21.1,135,1.7,1785,22.9
QUEENS,3,2014,White,2791,310,645,23.1,844,30.2,1096,39.3,206,7.4,1302,46.6
QUEENS,3,2014,Black,3379,291,1515,44.8,1108,32.8,697,20.6,59,1.7,756,22.4
QUEENS,3,2014,Asian,5921,315,1155,19.5,1703,28.8,2548,43,515,8.7,3063,51.7
QUEENS,3,2014,Hispanic,8095,293,3291,40.7,2828,34.9,1822,22.5,154,1.9,1976,24.4
QUEENS,3,2015,White,2823,313,596,21.1,902,32,1038,36.8,287,10.2,1325,46.9
QUEENS,3,2015,Black,3421,294,1403,41,1201,35.1,711,20.8,106,3.1,817,23.9
QUEENS,3,2015,Asian,6084,317,1083,17.8,1933,31.8,2369,38.9,699,11.5,3068,50.4
QUEENS,3,2015,Hispanic,7992,295,3279,41,2740,34.3,1727,21.6,246,3.1,1973,24.7
QUEENS,3,2016,White,2733,322,398,14.6,802,29.3,1171,42.8,362,13.2,1533,56.1
QUEENS,3,2016,Black,3359,305,977,29.1,1222,36.4,1008,30,152,4.5,1160,34.5
QUEENS,3,2016,Asian,6594,326,772,11.7,1735,26.3,3099,47,988,15,4087,62
QUEENS,3,2016,Hispanic,8351,305,2474,29.6,3146,37.7,2408,28.8,323,3.9,2731,32.7
QUEENS,3,2017,White,2650,322,410,15.5,686,25.9,1150,43.4,404,15.2,1554,58.6
QUEENS,3,2017,Black,3029,306,901,29.7,995,32.8,931,30.7,202,6.7,1133,37.4
QUEENS,3,2017,Asian,6243,325,792,12.7,1518,24.3,2844,45.6,1089,17.4,3933,63
QUEENS,3,2017,Hispanic,8073,304,2503,31,2561,31.7,2604,32.3,405,5,3009,37.3
QUEENS,3,2018,White,2613,607,243,9.3,670,25.6,1317,50.4,383,14.7,1700,65.1
QUEENS,3,2018,Black,2886,598,546,18.9,1026,35.6,1152,39.9,162,5.6,1314,45.5
QUEENS,3,2018,Asian,6027,611,373,6.2,1236,20.5,3304,54.8,1114,18.5,4418,73.3
QUEENS,3,2018,Hispanic,7920,597,1517,19.2,2911,36.8,3086,39,406,5.1,3492,44.1
QUEENS,4,2013,White,2895,312,516,17.8,1104,38.1,788,27.2,487,16.8,1275,44
QUEENS,4,2013,Black,3638,292,1374,37.8,1543,42.4,536,14.7,185,5.1,721,19.8
QUEENS,4,2013,Asian,5854,316,855,14.6,2186,37.3,1671,28.5,1142,19.5,2813,48.1
QUEENS,4,2013,Hispanic,7698,294,2727,35.4,3327,43.2,1233,16,411,5.3,1644,21.4
QUEENS,4,2014,White,2756,312,487,17.7,960,34.8,840,30.5,469,17,1309,47.5
QUEENS,4,2014,Black,3398,294,1227,36.1,1351,39.8,624,18.4,196,5.8,820,24.1
QUEENS,4,2014,Asian,6121,317,862,14.1,1979,32.3,1913,31.3,1367,22.3,3280,53.6
QUEENS,4,2014,Hispanic,7591,295,2615,34.4,3119,41.1,1449,19.1,408,5.4,1857,24.5
QUEENS,4,2015,White,2726,313,497,18.2,942,34.6,757,27.8,530,19.4,1287,47.2
QUEENS,4,2015,Black,3285,293,1189,36.2,1354,41.2,540,16.4,202,6.1,742,22.6
QUEENS,4,2015,Asian,5882,318,824,14,1900,32.3,1775,30.2,1383,23.5,3158,53.7
QUEENS,4,2015,Hispanic,7970,295,2637,33.1,3339,41.9,1478,18.5,516,6.5,1994,25
QUEENS,4,2016,White,2746,321,313,11.4,787,28.7,902,32.8,744,27.1,1646,59.9
QUEENS,4,2016,Black,3399,303,866,25.5,1408,41.4,786,23.1,339,10,1125,33.1
QUEENS,4,2016,Asian,6121,325,557,9.1,1593,26,1988,32.5,1983,32.4,3971,64.9
QUEENS,4,2016,Hispanic,7917,305,1869,23.6,3214,40.6,1939,24.5,895,11.3,2834,35.8
QUEENS,4,2017,White,2682,320,380,14.2,728,27.1,835,31.1,739,27.6,1574,58.7
QUEENS,4,2017,Black,3274,300,947,28.9,1261,38.5,760,23.2,306,9.3,1066,32.6
QUEENS,4,2017,Asian,6613,325,673,10.2,1791,27.1,2023,30.6,2126,32.1,4149,62.7
QUEENS,4,2017,Hispanic,8223,303,2113,25.7,3294,40.1,1929,23.5,887,10.8,2816,34.2
QUEENS,4,2018,White,2595,609,240,9.2,660,25.4,851,32.8,844,32.5,1695,65.3
QUEENS,4,2018,Black,3000,597,655,21.8,1139,38,788,26.3,418,13.9,1206,40.2
QUEENS,4,2018,Asian,6223,612,436,7,1387,22.3,2008,32.3,2392,38.4,4400,70.7
QUEENS,4,2018,Hispanic,8014,598,1622,20.2,2874,35.9,2315,28.9,1203,15,3518,43.9
QUEENS,5,2013,White,2833,313,577,20.4,982,34.7,855,30.2,419,14.8,1274,45
QUEENS,5,2013,Black,3814,293,1597,41.9,1454,38.1,587,15.4,176,4.6,763,20
QUEENS,5,2013,Asian,5764,319,894,15.5,1803,31.3,1853,32.1,1214,21.1,3067,53.2
QUEENS,5,2013,Hispanic,7318,297,2604,35.6,2940,40.2,1386,18.9,388,5.3,1774,24.2
QUEENS,5,2014,White,2843,311,623,21.9,953,33.5,784,27.6,483,17,1267,44.6
QUEENS,5,2014,Black,3531,293,1463,41.4,1326,37.6,556,15.7,186,5.3,742,21
QUEENS,5,2014,Asian,5864,315,1046,17.8,2022,34.5,1660,28.3,1136,19.4,2796,47.7
QUEENS,5,2014,Hispanic,7509,294,2928,39,2924,38.9,1243,16.6,414,5.5,1657,22.1
QUEENS,5,2015,White,2667,312,524,19.6,964,36.1,721,27,458,17.2,1179,44.2
QUEENS,5,2015,Black,3311,292,1346,40.7,1258,38,513,15.5,194,5.9,707,21.4
QUEENS,5,2015,Asian,6089,319,828,13.6,1959,32.2,1846,30.3,1456,23.9,3302,54.2
QUEENS,5,2015,Hispanic,7395,296,2673,36.1,2903,39.3,1343,18.2,476,6.4,1819,24.6
QUEENS,5,2016,White,2658,315,559,21,738,27.8,823,31,538,20.2,1361,51.2
QUEENS,5,2016,Black,3248,294,1317,40.5,1060,32.6,664,20.4,207,6.4,871,26.8
QUEENS,5,2016,Asian,5915,319,981,16.6,1588,26.8,1981,33.5,1365,23.1,3346,56.6
QUEENS,5,2016,Hispanic,7862,297,2901,36.9,2654,33.8,1717,21.8,590,7.5,2307,29.3
QUEENS,5,2017,White,2650,318,467,17.6,774,29.2,769,29,640,24.2,1409,53.2
QUEENS,5,2017,Black,3267,298,1229,37.6,1127,34.5,605,18.5,306,9.4,911,27.9
QUEENS,5,2017,Asian,6123,322,922,15.1,1681,27.5,1807,29.5,1713,28,3520,57.5
QUEENS,5,2017,Hispanic,7803,297,2926,37.5,2667,34.2,1536,19.7,674,8.6,2210,28.3
QUEENS,5,2018,White,2602,608,507,19.5,710,27.3,700,26.9,685,26.3,1385,53.2
QUEENS,5,2018,Black,3229,597,1272,39.4,1099,34,590,18.3,268,8.3,858,26.6
QUEENS,5,2018,Asian,6583,611,992,15.1,1636,24.9,1977,30,1978,30,3955,60.1
QUEENS,5,2018,Hispanic,7976,599,2765,34.7,2669,33.5,1731,21.7,811,10.2,2542,31.9
QUEENS,6,2013,White,2761,310,496,18,1154,41.8,524,19,587,21.3,1111,40.2
QUEENS,6,2013,Black,4118,288,1644,39.9,1871,45.4,385,9.3,218,5.3,603,14.6
QUEENS,6,2013,Asian,5653,313,895,15.8,2230,39.4,1211,21.4,1317,23.3,2528,44.7
QUEENS,6,2013,Hispanic,7260,292,2478,34.1,3420,47.1,895,12.3,467,6.4,1362,18.8
QUEENS,6,2014,White,2694,311,412,15.3,1171,43.5,523,19.4,588,21.8,1111,41.2
QUEENS,6,2014,Black,3732,289,1338,35.9,1774,47.5,391,10.5,229,6.1,620,16.6
QUEENS,6,2014,Asian,5667,314,773,13.6,2252,39.7,1161,20.5,1481,26.1,2642,46.6
QUEENS,6,2014,Hispanic,7174,293,2218,30.9,3564,49.7,881,12.3,511,7.1,1392,19.4
QUEENS,6,2015,White,2727,312,462,16.9,989,36.3,621,22.8,655,24,1276,46.8
QUEENS,6,2015,Black,3494,292,1232,35.3,1576,45.1,414,11.8,272,7.8,686,19.6
QUEENS,6,2015,Asian,5793,318,779,13.4,1991,34.4,1274,22,1749,30.2,3023,52.2
QUEENS,6,2015,Hispanic,7294,295,2295,31.5,3261,44.7,1064,14.6,674,9.2,1738,23.8
QUEENS,6,2016,White,2542,315,361,14.2,902,35.5,620,24.4,659,25.9,1279,50.3
QUEENS,6,2016,Black,3416,295,1083,31.7,1477,43.2,566,16.6,290,8.5,856,25.1
QUEENS,6,2016,Asian,6089,320,709,11.6,1811,29.7,1557,25.6,2012,33,3569,58.6
QUEENS,6,2016,Hispanic,7219,297,2000,27.7,3131,43.4,1390,19.3,698,9.7,2088,28.9
QUEENS,6,2017,White,2557,314,421,16.5,873,34.1,542,21.2,721,28.2,1263,49.4
QUEENS,6,2017,Black,3321,290,1281,38.6,1337,40.3,416,12.5,287,8.6,703,21.2
QUEENS,6,2017,Asian,5972,319,820,13.7,1768,29.6,1303,21.8,2081,34.8,3384,56.7
QUEENS,6,2017,Hispanic,7693,295,2441,31.7,3264,42.4,1113,14.5,875,11.4,1988,25.8
QUEENS,6,2018,White,2579,610,336,13,454,17.6,592,23,1197,46.4,1789,69.4
QUEENS,6,2018,Black,3334,595,1170,35.1,941,28.2,645,19.3,578,17.3,1223,36.7
QUEENS,6,2018,Asian,6190,611,805,13,1023,16.5,1309,21.1,3053,49.3,4362,70.5
QUEENS,6,2018,Hispanic,7633,598,2287,30,2063,27,1633,21.4,1650,21.6,3283,43
QUEENS,7,2013,White,2869,310,542,18.9,1089,38,911,31.8,327,11.4,1238,43.2
QUEENS,7,2013,Black,4185,289,1818,43.4,1709,40.8,556,13.3,102,2.4,658,15.7
QUEENS,7,2013,Asian,6027,314,1048,17.4,2099,34.8,1959,32.5,921,15.3,2880,47.8
QUEENS,7,2013,Hispanic,6872,293,2534,36.9,2896,42.1,1225,17.8,217,3.2,1442,21
QUEENS,7,2014,White,2732,310,545,19.9,984,36,859,31.4,344,12.6,1203,44
QUEENS,7,2014,Black,4008,289,1746,43.6,1553,38.7,621,15.5,88,2.2,709,17.7
QUEENS,7,2014,Asian,5675,312,1018,17.9,1893,33.4,1943,34.2,821,14.5,2764,48.7
QUEENS,7,2014,Hispanic,7210,293,2576,35.7,3003,41.7,1392,19.3,239,3.3,1631,22.6
QUEENS,7,2015,White,2661,310,530,19.9,910,34.2,930,34.9,291,10.9,1221,45.9
